weight,height,color,no_of_wheels,vehicle_type
2084,116,blue,4,Car
1002,173,red,2,Bike
803,160,black,2,Bike
1586,127,yellow,2,Bike
1710,175,red,4,Car
1290,152,blue,4,Car
1933,106,blue,4,Car
1630,142,black,2,Bike
2265,51,yellow,4,Car
1276,102,red,2,Bike
2434,137,yellow,4,Car
1460,111,green,4,Car
1053,149,yellow,2,Bike
1344,145,yellow,2,Bike
2446,69,black,4,Car
1225,157,yellow,4,Car
1954,91,white,4,Car
1538,170,white,2,Bike
1702,117,black,2,Bike
1958,62,blue,4,Car
1967,72,black,4,Car
1494,133,black,4,Car
989,81,green,2,Bike
2076,74,green,4,Car
1025,71,yellow,2,Bike
1926,167,yellow,4,Car
1190,68,black,2,Bike
1239,119,white,4,Car
1719,146,red,2,Bike
1940,60,green,4,Car
2095,152,blue,4,Car
2084,160,yellow,4,Car
2105,132,black,4,Car
2329,63,blue,4,Car
1853,72,yellow,4,Car
1811,61,yellow,4,Car
1989,57,black,4,Car
1106,99,green,2,Bike
1434,98,black,4,Car
2024,103,black,4,Car
1086,156,yellow,2,Bike
1259,136,red,4,Car
1360,63,yellow,2,Bike
1432,120,black,2,Bike
1056,99,blue,2,Bike
918,95,red,2,Bike
1543,50,white,2,Bike
1234,102,blue,4,Car
1643,74,white,4,Car
2067,71,white,4,Car
1028,180,green,2,Bike
1118,67,green,2,Bike
2328,69,yellow,4,Car
1422,91,black,2,Bike
1603,95,white,2,Bike
1858,169,black,4,Car
1844,74,red,4,Car
1135,180,white,2,Bike
1389,171,yellow,2,Bike
809,53,green,2,Bike
1448,90,yellow,2,Bike
1814,90,green,4,Car
1975,60,black,4,Car
1671,57,black,4,Car
937,137,red,2,Bike
1391,129,green,2,Bike
1934,116,black,4,Car
1591,62,blue,4,Car
2169,95,green,4,Car
2401,88,blue,4,Car
1322,129,white,2,Bike
1319,164,white,2,Bike
2090,67,blue,4,Car
1607,72,blue,4,Car
2006,87,black,4,Car
1438,172,white,2,Bike
990,82,white,2,Bike
2353,161,green,4,Car
1942,120,yellow,4,Car
987,92,blue,2,Bike
1537,83,green,2,Bike
1846,57,white,4,Car
2143,80,yellow,4,Car
1774,125,white,2,Bike
1616,58,blue,2,Bike
1785,99,black,4,Car
2119,172,blue,4,Car
1473,75,red,4,Car
1635,82,yellow,2,Bike
816,102,red,2,Bike
2223,90,green,4,Car
843,116,white,2,Bike
1450,134,black,4,Car
1111,119,yellow,2,Bike
1862,135,red,4,Car
2394,85,yellow,4,Car
1270,130,blue,2,Bike
2454,118,white,4,Car
1037,64,green,2,Bike
2376,105,blue,4,Car
822,121,black,2,Bike
1584,59,yellow,4,Car
2354,170,white,4,Car
2446,98,green,4,Car
1631,77,red,2,Bike
2124,124,red,4,Car
1067,146,red,2,Bike
1647,107,white,2,Bike
2330,125,blue,4,Car
1504,124,blue,2,Bike
2445,159,red,4,Car
2254,59,red,4,Car
1114,95,red,2,Bike
2070,155,green,4,Car
1454,167,red,4,Car
1881,73,blue,4,Car
1174,141,black,2,Bike
2238,163,white,4,Car
2085,113,green,4,Car
1377,55,black,4,Car
1003,126,red,2,Bike
1178,81,yellow,2,Bike
1236,101,black,2,Bike
2043,173,blue,4,Car
1631,133,yellow,2,Bike
2406,151,black,4,Car
1011,85,green,2,Bike
2335,172,green,4,Car
1011,121,yellow,2,Bike
936,83,green,2,Bike
959,95,black,2,Bike
997,102,white,2,Bike
2443,144,green,4,Car
852,139,red,2,Bike
1252,88,black,2,Bike
1624,61,green,2,Bike
1361,143,black,4,Car
2270,139,white,4,Car
1053,141,black,2,Bike
1508,150,yellow,2,Bike
2134,112,white,4,Car
1848,98,black,4,Car
805,120,green,2,Bike
1702,162,green,2,Bike
1341,71,red,2,Bike
1481,136,green,2,Bike
1588,90,yellow,2,Bike
1969,118,green,4,Car
1860,62,black,4,Car
2090,108,black,4,Car
2281,168,white,4,Car
1991,141,red,4,Car
963,133,white,2,Bike
1793,143,blue,4,Car
1483,173,white,2,Bike
1213,62,white,2,Bike
1794,73,white,4,Car
2089,56,green,4,Car
2058,69,yellow,4,Car
2341,118,red,4,Car
1746,158,yellow,2,Bike
2013,139,yellow,4,Car
2029,53,green,4,Car
1629,143,red,4,Car
1140,117,green,2,Bike
834,102,green,2,Bike
1350,57,red,4,Car
2344,54,red,4,Car
840,162,red,2,Bike
1346,170,red,2,Bike
1967,112,green,4,Car
1927,139,white,4,Car
1186,67,blue,2,Bike
2457,52,blue,4,Car
1162,157,white,2,Bike
2432,112,black,4,Car
2243,116,green,4,Car
2337,121,black,4,Car
1499,152,yellow,2,Bike
883,83,yellow,2,Bike
2105,124,black,4,Car
915,141,white,2,Bike
2341,111,green,4,Car
2164,88,black,4,Car
2428,66,yellow,4,Car
1114,143,red,2,Bike
1642,52,blue,4,Car
2140,113,blue,4,Car
1788,62,yellow,4,Car
1088,144,yellow,2,Bike
1483,128,green,2,Bike
1587,61,white,2,Bike
1207,61,black,2,Bike
1066,103,black,2,Bike
1719,108,black,2,Bike
1239,94,yellow,2,Bike
2330,155,green,4,Car
1224,82,green,2,Bike
1590,143,black,4,Car
838,80,black,2,Bike
2217,59,black,4,Car
2250,79,white,4,Car
985,154,yellow,2,Bike
1731,62,blue,4,Car
1466,179,white,4,Car
1616,106,green,4,Car
1996,129,red,4,Car
1188,135,red,2,Bike
1618,92,white,4,Car
2263,162,blue,4,Car
1431,124,blue,4,Car
1179,179,red,2,Bike
1366,104,yellow,4,Car
1190,99,white,2,Bike
1510,82,black,4,Car
841,154,blue,2,Bike
1038,100,green,2,Bike
1203,95,white,4,Car
1881,126,green,4,Car
1642,65,black,4,Car
1749,150,white,2,Bike
2499,106,white,4,Car
955,55,yellow,2,Bike
1053,57,blue,2,Bike
1689,113,black,4,Car
890,63,black,2,Bike
2307,103,green,4,Car
1754,88,white,2,Bike
1655,71,blue,2,Bike
2346,74,yellow,4,Car
1079,81,yellow,2,Bike
2312,179,white,4,Car
1588,126,black,2,Bike
1237,79,white,2,Bike
1751,145,blue,2,Bike
821,173,green,2,Bike
1942,137,yellow,4,Car
1515,65,red,2,Bike
1267,75,red,4,Car
2355,87,yellow,4,Car
1600,176,yellow,2,Bike
1281,60,white,4,Car
2177,180,red,4,Car
2217,115,white,4,Car
1961,84,red,4,Car
1249,59,yellow,4,Car
839,64,green,2,Bike
1010,85,blue,2,Bike
803,160,blue,2,Bike
1505,146,yellow,4,Car
1125,79,blue,2,Bike
1429,99,black,4,Car
1046,61,blue,2,Bike
2163,84,green,4,Car
989,63,white,2,Bike
1099,150,red,2,Bike
1218,77,blue,2,Bike
1348,116,white,4,Car
1239,138,blue,2,Bike
2204,110,yellow,4,Car
1471,147,blue,2,Bike
1488,61,white,4,Car
2067,68,white,4,Car
1942,118,blue,4,Car
1852,106,black,4,Car
2232,87,white,4,Car
1846,132,black,4,Car
1961,51,white,4,Car
1801,118,black,4,Car
2363,157,white,4,Car
1051,75,yellow,2,Bike
1542,113,black,4,Car
1865,53,black,4,Car
1812,126,yellow,4,Car
1330,141,blue,4,Car
2207,106,red,4,Car
1855,169,red,4,Car
1738,150,green,4,Car
2209,135,red,4,Car
972,102,red,2,Bike
1287,67,green,2,Bike
2479,80,yellow,4,Car
1026,122,blue,2,Bike
1716,164,blue,4,Car
1729,130,blue,4,Car
2114,64,red,4,Car
2017,121,red,4,Car
833,174,yellow,2,Bike
983,140,blue,2,Bike
1967,178,blue,4,Car
1206,176,white,2,Bike
1551,87,white,2,Bike
810,136,white,2,Bike
2124,103,red,4,Car
1297,104,black,2,Bike
855,70,blue,2,Bike
2413,75,yellow,4,Car
997,151,white,2,Bike
850,55,red,2,Bike
1205,118,yellow,4,Car
2493,177,blue,4,Car
1670,165,green,2,Bike
1138,58,green,2,Bike
1653,152,blue,4,Car
2121,129,green,4,Car
1830,128,black,4,Car
2142,177,black,4,Car
2056,146,red,4,Car
2332,75,white,4,Car
810,50,blue,2,Bike
1747,70,white,4,Car
2440,111,blue,4,Car
2096,128,red,4,Car
1364,115,black,4,Car
2083,148,blue,4,Car
2500,91,yellow,4,Car
1272,168,yellow,4,Car
2249,93,green,4,Car
953,148,red,2,Bike
894,176,green,2,Bike
2174,118,green,4,Car
1878,149,green,4,Car
1643,97,white,2,Bike
1394,143,yellow,4,Car
829,101,green,2,Bike
2337,170,yellow,4,Car
1219,126,red,4,Car
2310,98,black,4,Car
2341,155,red,4,Car
828,112,red,2,Bike
1129,147,green,2,Bike
1311,155,black,2,Bike
1036,79,black,2,Bike
1693,56,black,2,Bike
1945,172,red,4,Car
2318,89,white,4,Car
2138,136,red,4,Car
2011,180,yellow,4,Car
1449,143,blue,4,Car
1230,140,green,4,Car
1729,129,blue,4,Car
1781,134,yellow,2,Bike
1658,169,yellow,2,Bike
827,109,white,2,Bike
2284,82,green,4,Car
1367,139,white,2,Bike
1085,50,red,2,Bike
906,74,black,2,Bike
1382,102,blue,2,Bike
1457,100,red,4,Car
1832,149,yellow,4,Car
1632,96,yellow,4,Car
2286,80,red,4,Car
1717,87,blue,4,Car
1499,140,green,2,Bike
2130,148,yellow,4,Car
2418,110,black,4,Car
1389,65,red,4,Car
1731,85,black,4,Car
2055,109,red,4,Car
1731,94,white,2,Bike
828,132,blue,2,Bike
1561,177,blue,4,Car
2448,77,blue,4,Car
1134,158,red,2,Bike
1643,131,red,2,Bike
839,113,yellow,2,Bike
2177,144,black,4,Car
1752,142,black,4,Car
2164,114,red,4,Car
1507,152,black,4,Car
1774,68,red,4,Car
858,173,yellow,2,Bike
2343,172,green,4,Car
2432,50,green,4,Car
1771,162,blue,4,Car
869,158,yellow,2,Bike
1276,96,green,2,Bike
1324,151,white,2,Bike
1839,74,white,4,Car
1496,152,yellow,4,Car
1456,84,white,2,Bike
1672,112,green,2,Bike
1215,146,black,4,Car
1720,75,blue,4,Car
1121,66,black,2,Bike
2073,126,yellow,4,Car
920,131,black,2,Bike
2302,65,white,4,Car
1293,76,yellow,4,Car
1629,106,yellow,4,Car
1195,77,black,2,Bike
1016,178,yellow,2,Bike
1584,104,white,2,Bike
1156,88,white,2,Bike
809,76,blue,2,Bike
2131,151,blue,4,Car
2354,57,black,4,Car
1757,117,black,4,Car
2265,105,yellow,4,Car
1327,129,black,2,Bike
2449,106,yellow,4,Car
1180,62,blue,2,Bike
1542,78,blue,2,Bike
1402,51,green,4,Car
1912,106,green,4,Car
1146,114,green,2,Bike
2438,153,yellow,4,Car
2152,180,white,4,Car
2047,164,yellow,4,Car
1276,58,red,4,Car
1022,55,green,2,Bike
1384,73,black,2,Bike
864,128,blue,2,Bike
817,177,white,2,Bike
1136,107,red,2,Bike
1435,141,black,4,Car
2165,90,red,4,Car
1762,127,white,4,Car
2268,108,black,4,Car
1609,73,white,4,Car
2145,171,red,4,Car
2045,138,red,4,Car
2110,166,black,4,Car
1185,129,yellow,2,Bike
1314,97,red,2,Bike
2476,131,red,4,Car
2403,174,yellow,4,Car
2433,94,white,4,Car
1564,153,white,2,Bike
897,140,red,2,Bike
2305,66,blue,4,Car
1735,87,blue,4,Car
2089,108,white,4,Car
2067,179,blue,4,Car
1641,90,blue,2,Bike
1616,95,black,2,Bike
819,163,yellow,2,Bike
2047,177,yellow,4,Car
1309,78,yellow,4,Car
1906,114,blue,4,Car
1059,94,white,2,Bike
1543,69,green,4,Car
2417,107,green,4,Car
2340,160,black,4,Car
1515,176,yellow,4,Car
1770,143,white,4,Car
899,178,black,2,Bike
2346,103,red,4,Car
1216,93,black,2,Bike
1012,61,blue,2,Bike
1017,122,blue,2,Bike
1628,104,green,4,Car
1642,89,red,4,Car
2331,178,white,4,Car
1590,77,red,4,Car
2257,53,yellow,4,Car
2397,173,black,4,Car
1618,139,yellow,2,Bike
1955,82,white,4,Car
2030,119,white,4,Car
1789,89,blue,2,Bike
1334,78,green,2,Bike
1880,116,blue,4,Car
1456,129,black,4,Car
1536,57,blue,2,Bike
878,55,yellow,2,Bike
1974,69,black,4,Car
1031,111,blue,2,Bike
2439,131,green,4,Car
2174,172,red,4,Car
1787,83,green,4,Car
2314,51,black,4,Car
1945,122,white,4,Car
2057,122,black,4,Car
827,155,green,2,Bike
1503,71,black,4,Car
1318,94,green,2,Bike
2423,90,white,4,Car
1034,140,green,2,Bike
1994,52,blue,4,Car
2040,158,black,4,Car
2057,108,green,4,Car
2185,81,yellow,4,Car
1552,129,green,4,Car
894,63,red,2,Bike
1405,65,yellow,4,Car
1394,50,yellow,4,Car
1883,97,red,4,Car
861,50,blue,2,Bike
2097,58,red,4,Car
1751,157,white,4,Car
1011,143,blue,2,Bike
2336,71,blue,4,Car
2168,162,red,4,Car
1865,72,green,4,Car
1264,178,black,4,Car
1587,174,blue,4,Car
1734,70,yellow,4,Car
1674,96,white,4,Car
2213,67,green,4,Car
1295,114,white,2,Bike
1330,57,yellow,4,Car
1271,144,green,4,Car
1120,168,yellow,2,Bike
2409,171,green,4,Car
1397,140,red,2,Bike
1415,180,yellow,2,Bike
1358,86,black,4,Car
833,54,white,2,Bike
1499,118,white,4,Car
812,68,white,2,Bike
1150,127,white,2,Bike
1225,138,red,2,Bike
1958,59,white,4,Car
2273,171,red,4,Car
2423,125,blue,4,Car
2248,134,black,4,Car
1257,166,yellow,2,Bike
2068,164,red,4,Car
1332,124,blue,2,Bike
1963,55,green,4,Car
1214,92,red,2,Bike
1983,167,yellow,4,Car
1713,96,red,4,Car
2181,163,white,4,Car
1721,80,blue,2,Bike
1287,88,yellow,4,Car
2487,64,red,4,Car
1328,173,yellow,2,Bike
2489,145,yellow,4,Car
2402,150,red,4,Car
1541,177,red,4,Car
1949,164,blue,4,Car
2338,141,white,4,Car
1409,176,green,2,Bike
2456,94,yellow,4,Car
1174,103,green,2,Bike
2077,173,black,4,Car
928,134,green,2,Bike
1779,66,blue,2,Bike
1023,130,yellow,2,Bike
1530,170,blue,4,Car
1665,112,green,4,Car
1501,57,black,2,Bike
2236,81,white,4,Car
825,64,white,2,Bike
2210,144,green,4,Car
1808,72,blue,4,Car
1170,94,blue,2,Bike
1628,144,red,2,Bike
1713,104,white,2,Bike
857,104,white,2,Bike
2417,121,black,4,Car
2384,83,black,4,Car
2075,57,green,4,Car
1668,172,white,2,Bike
2049,112,green,4,Car
904,78,yellow,2,Bike
1246,137,black,2,Bike
975,115,white,2,Bike
1573,177,red,4,Car
1797,95,yellow,2,Bike
1566,120,blue,2,Bike
1510,178,green,4,Car
2426,150,black,4,Car
853,131,red,2,Bike
1154,150,black,2,Bike
2408,91,yellow,4,Car
907,132,black,2,Bike
1864,170,black,4,Car
1656,108,white,4,Car
2013,78,yellow,4,Car
901,163,blue,2,Bike
2185,149,black,4,Car
1007,172,red,2,Bike
1455,123,green,4,Car
1779,85,blue,4,Car
892,134,white,2,Bike
2198,158,black,4,Car
1890,119,black,4,Car
1839,96,black,4,Car
2479,152,white,4,Car
1230,123,blue,2,Bike
955,108,black,2,Bike
2003,90,black,4,Car
1654,64,white,4,Car
1900,78,green,4,Car
963,180,green,2,Bike
2413,165,blue,4,Car
1755,176,green,4,Car
1934,162,red,4,Car
1298,156,white,4,Car
1587,59,red,4,Car
1011,173,red,2,Bike
2027,154,red,4,Car
2120,114,white,4,Car
871,73,blue,2,Bike
1400,134,white,4,Car
1813,118,green,4,Car
1116,166,blue,2,Bike
995,152,red,2,Bike
1911,50,white,4,Car
834,71,green,2,Bike
1090,99,green,2,Bike
1726,178,blue,2,Bike
980,100,black,2,Bike
1877,125,white,4,Car
2179,126,blue,4,Car
2328,77,red,4,Car
1438,166,yellow,2,Bike
2276,67,white,4,Car
1963,118,blue,4,Car
2160,108,red,4,Car
1970,94,green,4,Car
1500,88,white,2,Bike
2490,179,yellow,4,Car
919,114,yellow,2,Bike
960,164,blue,2,Bike
1331,66,red,4,Car
1278,142,blue,4,Car
1158,106,red,2,Bike
1436,125,green,4,Car
1286,117,green,2,Bike
1455,110,black,2,Bike
2193,114,blue,4,Car
1878,130,red,4,Car
1032,108,green,2,Bike
2330,120,green,4,Car
1667,65,black,2,Bike
1801,107,black,4,Car
1137,175,green,2,Bike
881,153,yellow,2,Bike
2012,90,black,4,Car
1252,91,yellow,4,Car
1663,66,red,2,Bike
1319,89,black,4,Car
1218,143,yellow,4,Car
901,61,blue,2,Bike
1456,86,black,2,Bike
1287,170,blue,2,Bike
1239,71,blue,4,Car
933,114,red,2,Bike
884,65,blue,2,Bike
837,115,blue,2,Bike
1186,83,blue,2,Bike
843,70,blue,2,Bike
2471,117,white,4,Car
1562,82,yellow,2,Bike
1346,156,green,4,Car
2210,171,red,4,Car
1809,79,green,4,Car
2196,143,white,4,Car
2108,159,white,4,Car
1561,59,black,2,Bike
890,111,red,2,Bike
2185,79,red,4,Car
1781,152,black,2,Bike
2229,159,black,4,Car
1862,119,white,4,Car
2223,113,red,4,Car
1074,73,red,2,Bike
1867,146,yellow,4,Car
1451,174,white,4,Car
2500,171,blue,4,Car
2453,102,yellow,4,Car
1089,50,red,2,Bike
1484,156,blue,4,Car
1311,175,blue,2,Bike
1097,101,red,2,Bike
2205,126,green,4,Car
902,143,red,2,Bike
1694,84,red,4,Car
1414,122,red,4,Car
2021,120,blue,4,Car
1393,111,blue,4,Car
2133,177,blue,4,Car
1980,77,blue,4,Car
1931,127,blue,4,Car
1697,90,red,2,Bike
1891,113,red,4,Car
1286,148,blue,4,Car
2031,165,blue,4,Car
1709,113,yellow,2,Bike
1968,64,yellow,4,Car
890,129,white,2,Bike
2045,146,black,4,Car
2090,173,white,4,Car
1237,157,yellow,2,Bike
1387,127,white,4,Car
848,98,black,2,Bike
1461,156,black,4,Car
1745,63,blue,2,Bike
1533,113,black,4,Car
2156,147,black,4,Car
1612,78,white,2,Bike
2059,101,blue,4,Car
2455,113,black,4,Car
1070,59,red,2,Bike
1780,107,black,2,Bike
2182,54,black,4,Car
1415,156,white,2,Bike
1995,117,red,4,Car
1851,51,yellow,4,Car
1398,85,blue,2,Bike
947,144,yellow,2,Bike
969,128,red,2,Bike
1236,114,yellow,4,Car
965,152,white,2,Bike
2096,134,black,4,Car
1449,68,red,2,Bike
2151,152,white,4,Car
1096,172,green,2,Bike
1934,90,white,4,Car
1492,121,white,2,Bike
806,76,blue,2,Bike
2464,142,white,4,Car
1900,81,yellow,4,Car
2445,136,green,4,Car
1857,95,blue,4,Car
934,168,yellow,2,Bike
1376,105,white,2,Bike
1128,75,white,2,Bike
1883,128,yellow,4,Car
1084,85,white,2,Bike
856,151,red,2,Bike
2188,122,blue,4,Car
2296,141,red,4,Car
1911,79,blue,4,Car
1205,114,green,4,Car
1665,146,blue,4,Car
1137,179,blue,2,Bike
2376,76,green,4,Car
2203,163,white,4,Car
1464,137,blue,2,Bike
1267,177,blue,4,Car
1994,132,green,4,Car
2463,71,white,4,Car
900,96,green,2,Bike
2419,80,red,4,Car
1105,65,black,2,Bike
1559,70,white,4,Car
2270,53,green,4,Car
2344,171,black,4,Car
1338,62,red,4,Car
1032,160,black,2,Bike
1351,67,green,4,Car
1047,58,white,2,Bike
2357,98,yellow,4,Car
920,174,black,2,Bike
1724,77,red,2,Bike
1031,96,red,2,Bike
1660,148,red,4,Car
1640,99,white,4,Car
1505,65,yellow,4,Car
2323,57,red,4,Car
820,102,black,2,Bike
1956,56,white,4,Car
1000,156,black,2,Bike
1122,135,red,2,Bike
1672,75,yellow,4,Car
2061,53,yellow,4,Car
1180,55,black,2,Bike
1666,84,yellow,4,Car
2027,68,white,4,Car
2434,106,white,4,Car
1814,147,white,4,Car
1017,144,yellow,2,Bike
2129,107,red,4,Car
1009,126,blue,2,Bike
1528,163,green,4,Car
2196,135,blue,4,Car
1104,92,blue,2,Bike
1471,75,blue,4,Car
2360,171,red,4,Car
874,164,yellow,2,Bike
1090,100,red,2,Bike
1558,157,green,2,Bike
2019,174,yellow,4,Car
1098,111,red,2,Bike
824,80,white,2,Bike
2154,118,blue,4,Car
2217,146,black,4,Car
1701,62,white,2,Bike
1504,132,white,2,Bike
2019,148,blue,4,Car
2083,75,black,4,Car
1399,171,red,4,Car
1450,117,black,4,Car
1196,77,red,2,Bike
1859,120,red,4,Car
2396,168,red,4,Car
1998,147,yellow,4,Car
1746,104,white,2,Bike
2123,72,yellow,4,Car
1047,71,white,2,Bike
1453,121,black,2,Bike
1209,162,black,4,Car
1915,147,black,4,Car
1839,112,white,4,Car
1203,93,yellow,2,Bike
1642,140,red,2,Bike
2047,76,yellow,4,Car
1801,155,green,4,Car
1563,55,yellow,2,Bike
831,99,blue,2,Bike
1362,60,black,4,Car
1912,83,green,4,Car
1226,51,white,4,Car
2004,127,black,4,Car
866,160,red,2,Bike
1630,124,black,2,Bike
1687,81,green,4,Car
1862,68,red,4,Car
2486,145,black,4,Car
987,120,blue,2,Bike
1995,169,white,4,Car
1129,177,yellow,2,Bike
1894,145,white,4,Car
1974,89,yellow,4,Car
1915,89,black,4,Car
864,128,yellow,2,Bike
1436,168,black,4,Car
2415,135,yellow,4,Car
2452,102,red,4,Car
1145,97,green,2,Bike
2015,61,white,4,Car
1349,98,yellow,2,Bike
1830,124,green,4,Car
872,149,white,2,Bike
2036,125,yellow,4,Car
1475,157,white,4,Car
2403,115,yellow,4,Car
1422,128,red,4,Car
800,95,yellow,2,Bike
1819,51,blue,4,Car
1603,74,blue,2,Bike
808,144,white,2,Bike
1158,64,yellow,2,Bike
2076,127,green,4,Car
2060,79,yellow,4,Car
1871,117,yellow,4,Car
967,125,blue,2,Bike
1967,57,white,4,Car
1548,150,black,4,Car
2197,106,blue,4,Car
1725,79,green,4,Car
1890,58,red,4,Car
1431,109,yellow,2,Bike
1833,178,yellow,4,Car
2345,79,yellow,4,Car
923,167,red,2,Bike
1042,69,red,2,Bike
1727,54,red,4,Car
1802,51,red,4,Car
999,72,red,2,Bike
1820,150,red,4,Car
1704,174,black,4,Car
1801,160,green,4,Car
1802,144,green,4,Car
2018,163,red,4,Car
1599,76,red,2,Bike
1205,117,white,2,Bike
2218,140,white,4,Car
1108,153,black,2,Bike
2270,94,red,4,Car
902,127,black,2,Bike
2065,106,black,4,Car
1393,178,black,4,Car
1170,104,white,2,Bike
1740,134,blue,2,Bike
992,108,white,2,Bike
1941,155,white,4,Car
1478,149,yellow,2,Bike
846,68,blue,2,Bike
1809,152,white,4,Car
2250,137,green,4,Car
1185,86,red,2,Bike
1343,81,blue,2,Bike
1686,52,white,4,Car
1795,71,white,2,Bike
2010,96,green,4,Car
1546,143,black,4,Car
2244,51,green,4,Car
1814,67,white,4,Car
2479,58,green,4,Car
2427,96,red,4,Car
2289,88,blue,4,Car
1036,164,yellow,2,Bike
1393,89,yellow,4,Car
2276,61,blue,4,Car
867,139,red,2,Bike
1603,128,white,2,Bike
1599,78,white,4,Car
1744,172,white,4,Car
1225,90,blue,2,Bike
1523,163,red,4,Car
1886,179,blue,4,Car
1622,168,yellow,2,Bike
1905,50,black,4,Car
2048,167,green,4,Car
1077,69,green,2,Bike
911,135,black,2,Bike
1874,157,yellow,4,Car
847,93,green,2,Bike
1087,115,yellow,2,Bike
1149,70,red,2,Bike
1025,130,white,2,Bike
1657,136,blue,4,Car
2017,155,yellow,4,Car
2083,150,red,4,Car
1138,50,green,2,Bike
2193,58,black,4,Car
1626,57,yellow,2,Bike
939,115,green,2,Bike
1384,68,yellow,2,Bike
1921,124,blue,4,Car
2251,64,blue,4,Car
2060,122,blue,4,Car
1909,142,white,4,Car
857,75,yellow,2,Bike
976,165,yellow,2,Bike
829,83,yellow,2,Bike
1886,123,black,4,Car
2229,116,black,4,Car
1825,94,yellow,4,Car
1252,159,red,2,Bike
1122,103,white,2,Bike
1217,160,white,4,Car
1705,112,yellow,2,Bike
893,146,green,2,Bike
1820,143,white,4,Car
1634,117,blue,2,Bike
2172,174,black,4,Car
1566,112,red,4,Car
1904,61,blue,4,Car
2157,123,red,4,Car
871,116,yellow,2,Bike
1090,98,green,2,Bike
1856,136,blue,4,Car
1931,69,yellow,4,Car
885,86,black,2,Bike
1837,106,black,4,Car
2057,165,red,4,Car
1036,116,black,2,Bike
2192,97,green,4,Car
1885,96,yellow,4,Car
1986,99,blue,4,Car
2326,126,white,4,Car
1495,84,green,4,Car
905,125,blue,2,Bike
2447,119,white,4,Car
2069,131,green,4,Car
2122,174,green,4,Car
2439,180,black,4,Car
1453,88,red,4,Car
1148,69,blue,2,Bike
1221,109,blue,4,Car
2053,115,yellow,4,Car
1520,132,black,2,Bike
2360,137,black,4,Car
818,56,yellow,2,Bike
1577,119,white,2,Bike
2087,132,red,4,Car
2472,147,red,4,Car
2270,80,yellow,4,Car
1819,148,red,4,Car
1837,79,red,4,Car
1624,156,white,2,Bike
1222,127,black,2,Bike
1911,156,white,4,Car
1428,122,blue,4,Car
2146,164,blue,4,Car
2381,166,white,4,Car
2169,71,red,4,Car
1592,94,red,2,Bike
991,159,red,2,Bike
2156,144,blue,4,Car
1808,106,red,4,Car
1716,174,blue,2,Bike
2057,163,blue,4,Car
2121,97,blue,4,Car
1422,148,red,4,Car
1905,146,green,4,Car
1188,118,red,2,Bike
1860,176,blue,4,Car
1809,115,blue,4,Car
1443,91,blue,4,Car
1017,91,green,2,Bike
1568,159,yellow,4,Car
2101,164,yellow,4,Car
1675,154,green,2,Bike
2243,141,blue,4,Car
997,104,red,2,Bike
1234,152,red,2,Bike
2318,124,white,4,Car
2464,111,green,4,Car
1160,145,white,2,Bike
1044,105,red,2,Bike
989,68,green,2,Bike
1962,75,yellow,4,Car
2345,115,red,4,Car
1429,114,red,2,Bike
1892,96,red,4,Car
2340,118,blue,4,Car
2255,172,white,4,Car
1188,60,blue,2,Bike
1774,109,yellow,4,Car
2295,141,black,4,Car
1497,122,black,4,Car
917,111,red,2,Bike
1486,56,black,2,Bike
2239,98,black,4,Car
2391,161,green,4,Car
834,163,green,2,Bike
2211,148,green,4,Car
1055,110,green,2,Bike
2055,80,white,4,Car
1971,143,white,4,Car
1238,174,yellow,4,Car
1067,128,yellow,2,Bike
882,117,white,2,Bike
1502,128,blue,4,Car
2457,108,green,4,Car
2174,76,blue,4,Car
2190,154,blue,4,Car
1736,84,blue,4,Car
1242,172,black,2,Bike
1008,69,white,2,Bike
895,64,black,2,Bike
1606,74,red,2,Bike
2137,155,black,4,Car
1744,85,blue,4,Car
2303,64,blue,4,Car
1463,76,red,2,Bike
998,144,white,2,Bike
1112,152,white,2,Bike
2186,87,white,4,Car
2232,135,yellow,4,Car
916,126,white,2,Bike
2234,177,white,4,Car
1642,125,green,4,Car
1402,114,red,4,Car
1763,147,red,2,Bike
1744,95,green,4,Car
2329,176,red,4,Car
1651,141,white,4,Car
1701,99,black,2,Bike
1775,119,blue,2,Bike
2448,76,yellow,4,Car
1415,147,yellow,4,Car
1116,120,black,2,Bike
1126,104,white,2,Bike
1684,85,red,4,Car
2218,125,black,4,Car
2285,59,green,4,Car
2099,130,yellow,4,Car
2135,159,red,4,Car
885,57,blue,2,Bike
1289,68,white,4,Car
2128,103,black,4,Car
831,130,black,2,Bike
2284,130,green,4,Car
2266,151,black,4,Car
1697,180,red,2,Bike
2443,176,yellow,4,Car
1977,175,blue,4,Car
1225,95,blue,4,Car
2030,67,black,4,Car
1362,112,red,4,Car
833,91,white,2,Bike
2417,119,white,4,Car
1255,121,yellow,4,Car
1985,122,white,4,Car
2210,164,green,4,Car
1257,62,yellow,2,Bike
1675,144,red,4,Car
2356,167,green,4,Car
1802,120,green,4,Car
1857,121,red,4,Car
2070,107,black,4,Car
1411,93,green,2,Bike
1785,55,red,4,Car
1769,147,green,2,Bike
836,121,green,2,Bike
924,156,green,2,Bike
953,99,black,2,Bike
1436,107,black,4,Car
2385,82,red,4,Car
1514,135,white,4,Car
1092,146,green,2,Bike
1644,121,white,2,Bike
2429,107,green,4,Car
977,170,red,2,Bike
